DIVISION,DISTRICT,THANA/UPAZILA,EIIN,NAME OF THE SCHOOL,POST_OFFICE,LOCATION,MOBPHONE
BARISAL,BARISAL,BABUGANJ,100417,RAKUDIA SECONDARY GIRLS SCHOOL,RAKUDIA,RAKUDIA,1714556743
BARISAL,BARISAL,BABUGANJ,100408,RASHED KHAN MENON MODEL SECONDARY SCHOOL,BABUGANJ(KHANPURA),KHANPURA,1718031427
BARISAL,BARISAL,BABUGANJ,100411,SABUJ BANGLA HIGH SCHOOL,CHAR UTTAR BHUTARDIA,CHAR UTTAR BHUDIA,1726936647
BARISAL,BARISAL,BABUGANJ,100419,SAHID A. ROBSERNIABAD JUNIOR GIRLS HIGH SCHOOL,RAHAMATPUR,RAHAMATPUR,1727952705
BARISAL,BARISAL,BABUGANJ,100405,SHAHEED CAPTAIN JAHANGIR HIGH SCHOOL,BRAMANDIA,RAHIMGANJ,1714901374
BARISAL,BARISAL,BABUGANJ,100416,SHISHU NIKETAN  SECONDARY SCHOOL,BARISAL KADET COLLEGE,PANGSHA,1717859361
BARISAL,BARISAL,BABUGANJ,100388,SYED MOSARAF ROSIDA ACADEMY,RAHMATPUR,MAISHADI,1728312476
BARISAL,BARISAL,BABUGANJ,100404,THAKUR MALLIK SECONDARY SHOOL,THAKUR MALLIK,THAKUR MALLIK,1729653508
BARISAL,BARISAL,BAKERGANJ,100475,AFALKATI J. A. HIGH SCHOOL,AFALKATI,AFALKATI,1742080360
BARISAL,BARISAL,BAKERGANJ,100509,AMINA GIRLS HIGH SCHOOL,BADALPARA,MAKIMABAD,1711024880
BARISAL,BARISAL,BAKERGANJ,100488,AULIPUR HIGH SCHOOL,SAHEBGANJ,AULIAPUR,1712763452
BARISAL,BARISAL,BAKERGANJ,100453,BAKERGANJ GIRLS HIGH SCHOOL,SAHEBGANJ,"347, WARD NO 5,BAKERGONJ POURISAVA",1725400280
BARISAL,BARISAL,BAKERGANJ,100452,BAKERGANJ J.S.U. HIGH SCHOOL,SAHEBGANJ,HIGH SCHOOL ROAD,1735237402
BARISAL,BARISAL,BAKERGANJ,130607,BAKHAR KATI B.I.T. GIRL'S HIGH SCHOOL,BOALIA,BAKHAR KATI,1712461715
BARISAL,BARISAL,BAKERGANJ,100476,BOALIA J.M.SECONDARY SCHOOL,BOALIA,BOALIA,1742080180
BARISAL,BARISAL,BAKERGANJ,130617,BOALIA SHAHID ALTAF SUKUR MEMORIAL GIRLS HIGH SCHOOL,BOALIA,BOALIA,1757977077
BARISAL,BARISAL,BAKERGANJ,100479,CHAMTA KRISHNANAGAR HIGH SCHOOL,CHAMTA,CHAMTA,1714634686
BARISAL,BARISAL,BAKERGANJ,100480,CHAR SAMASDI BALIGRAM HIGH SCHOOL,KATHIPARA,CHAR SAMASDI BALIGRAM,1728878307
BARISAL,BARISAL,BAKERGANJ,100477,CHARADI UNION HIGH SCHOOL,RANIR HAT,CHARADI,1739080112
BARISAL,BARISAL,BAKERGANJ,130620,CHARAMADDI FAKHRUNNESA GIRLS HIGH SCHOOL,CHAR AMADDI,CHARAMADDI,1739560115
BARISAL,BARISAL,BAKERGANJ,100459,CHARAMADDI W.K. SECONDARY SCHOOL,CHARAMODDI,CHARAMADDI,1725826426
BARISAL,BARISAL,BAKERGANJ,100490,CHOTO RAGHUNATHPUR HIGH SCHOOL,FORKANIA,CHOTO RAGHUNA,1714900145
BARISAL,BARISAL,BAKERGANJ,100460,D.G.L. HIGH SCHOOL,LUXMI BARDHAN,LUXMI BARDHAN,1727379593
BARISAL,BARISAL,BAKERGANJ,100471,DAHAPORKATI D.K. HIGH SCHOOL,DHAPORKATI,DHAPORKATI,1728886632
BARISAL,BARISAL,BAKERGANJ,100474,DARIAL HIGH SCHOOL,DARIAL,DARIAL,1716503339
BARISAL,BARISAL,BAKERGANJ,100469,DUDHAL ADARSHA HIGH SCHOOL,DUDHAL MADRASHA,DUHAL,172362336
BARISAL,BARISAL,BAKERGANJ,100473,DUDHAL KABIRAZ PILKHANADPK HIGH SCHOOL,DUDHAL MADRASHA,DUDHAL,1719781065
BARISAL,BARISAL,BAKERGANJ,100472,DUDHAL UNION HIGH SCHOOL,CHATRA,CHATRA,1728414904
BARISAL,BARISAL,BAKERGANJ,100463,DUDHALMOW A.Q.M. HIGH SCHOOL,DASKIN DUDHALMOW,DUDHALMOW,1721430444
BARISAL,BARISAL,BAKERGANJ,100494,DUGAPASHA UNION HIGH SCHOOL,JIRAIL HAT,JIRAIL,1712434882
BARISAL,BARISAL,BAKERGANJ,100499,FAZLUL HAQUE HIGH SCHOOL,CHARADI,HALTA,1712940732
BARISAL,BARISAL,BAKERGANJ,100520,G. P.S.  SECHONDARY SCHOOL,GOMA DUDHAL,SONDARKATI,1725632238
BARISAL,BARISAL,BAKERGANJ,100461,GARURIA SCHONDARY SCHOOL,GARURIA,GARURIA,1713797871
BARISAL,BARISAL,BAKERGANJ,100516,GUAKHOLA RABEYA KHATUN SCHOOL,CHAR AMADI,WEST CHARAMADDI,1735916849
BARISAL,BARISAL,BAKERGANJ,100466,HANUA MATIJAN HIGH SCHOOL,HANUA,HANUA,1721536403
BARISAL,BARISAL,BAKERGANJ,100483,ISAPURA HIGH SCHOOL,BHATSALA,ISAPURA,1718653277
BARISAL,BARISAL,BAKERGANJ,100518,JAMINA MOHAMMED SECONDARY SCHOOL,BHARPASHA,LAXMIPASHA,1725925891
BARISAL,BARISAL,BAKERGANJ,100492,K. G. S.SECONDARY SCHOOL,GOMA DUDHAL, KRISHNAKATI,1714668973
BARISAL,BARISAL,BAKERGANJ,100451,K.C.K. AZAHAR ALIMIAH SECONDARY SCHOOL,CHUNA KHALI,CHONAKHALI,1733122534
BARISAL,BARISAL,BAKERGANJ,100462,KAFILA RAMNAGOR HIGH SCHOOL,KAFILA,RAMNAGOR,1716569860
BARISAL,BARISAL,BAKERGANJ,100458,KAKARDHA A.K.M.INSTITUTION,KAKARDHA,KAKARDAHA,1733122529
BARISAL,BARISAL,BAKERGANJ,100457,KALASKATI B.M. ACADEMY,KALASKATI,KALASKATI,1735043078
BARISAL,BARISAL,BAKERGANJ,100485,KALASKATI GIRLS HIGH SCHOOL,KALASKATHI,KALASKATI,1716503223
BARISAL,BARISAL,BAKERGANJ,100514,KALENGA AMBIA KHATUN SECONDARY GIRLS SCHOOL,KALENGA,KALENGA,1711052268
BARISAL,BARISAL,BAKERGANJ,134156,KALENGA K.G.N HIGH SCHOOL,KALENGA,KALENGA,1923642174
BARISAL,BARISAL,BAKERGANJ,100455,KAMRKAHLI KRISHANSUNDAR HIGH SCHOOL,KAMARKHALI,UTTOR KAJLAKATI,1724772410
BARISAL,BARISAL,BAKERGANJ,100491,KATADIA SECONDARY SCHOOL,CHARAMODDI,KATADIA,1714968233
BARISAL,BARISAL,BAKERGANJ,100449,KAZLAKATI HAFEZ TALUKDER HIGH SCHOOL,KAZLAKATI,UTTAR KAJLAKATI,1714669417
BARISAL,BARISAL,BAKERGANJ,100465,KHAIRABAD SECHONDARY SCHOOL,KHAIRABAD,KHAIRABAD,1715309759
BARISAL,BARISAL,BAKERGANJ,100468,KHUDRAKATI A.N.HIGH SCHOOL,KALASKATI,KHUDRAKATI,1716311602
BARISAL,BARISAL,BAKERGANJ,100493,KRISHNAKATI HIGH SCHOOL,KRISHNAKHATI,KRISHANAKHATI,1825499908
BARISAL,BARISAL,BAKERGANJ,100498,LAKSHMIPASHA HIGH SCHOOL,LASKMIPASHA,LASKMIPASA,1721330310
BARISAL,BARISAL,BAKERGANJ,100467,MACHUAKHALI SHER - E- BANGLA HIGH SCHOOL,LUXMIPASHA,MACHUAKHALI,1715576244
BARISAL,BARISAL,BAKERGANJ,100501,MADHAYM MOHESH PUR ADARSHA HIGH SCHOOL,MAHESHPUR,MOHESH PUR,1724038226
BARISAL,BARISAL,BAKERGANJ,100464,MAHESHPUR HIGH SCHOOL,MOHESHPUR,MAHESHPUR,1717860245
BARISAL,BARISAL,BAKERGANJ,100470,MUNIR UDDIN AHMED HIGH SCHOOL,KALIGANJ BAZER,LOCHANABAD,1715586727
BARISAL,BARISAL,BAKERGANJ,100497,NALUA ABUL KASHEM MOLLA HIGH SCHOOL,MADDYA NALUA,MADDYA NALUA,1716296395
BARISAL,BARISAL,BAKERGANJ,100504,NAZMUL ALAM SIDDIQUE MODEL HIGH SCHOOL,SAHEBGONJ,C.N.B.ROAD,1716837393
BARISAL,BARISAL,BAKERGANJ,100484,NIAMOTI ADARSHA HIGH SCHOOL,NIAMOTI,NIAMOTI,1720201837
BARISAL,BARISAL,BAKERGANJ,100508,PATKATI SECONDARY SCHOOL,KAKORDHA,PATKATI,1735672588
BARISAL,BARISAL,BAKERGANJ,100448,PUIAUTA SECONDARY SCHOOL,BARA PUIAUTA,BORO BUIAUTA,1712676290
BARISAL,BARISAL,BAKERGANJ,100502,RAGUNATHPUR DESHANTRKATI SAMMILITA HGIH SCHOOL,RAGUNATHPUR,RAGHUNATHPUR,1725499539
BARISAL,BARISAL,BAKERGANJ,100510,RAHAMGONJ ADARSHA SECONDARY SCHOOL,KALIGANJ BAZER,RAHAMGONJ,1711038085
BARISAL,BARISAL,BAKERGANJ,100503,RAMNAGAR A.R.K JANATA SECHODARY SCHOOL,MOHESPUR,RAMNAGAR,1712959648
BARISAL,BARISAL,BAKERGANJ,100489,ROGHUNATHPUR SONER BANGLA HIGH SCHOOL,RAGUNATHPUR,ROGHUNATHPUR,1718900146
BARISAL,BARISAL,BAKERGANJ,100495,SHER E-BANGLA HIGH SCHOOL,CHARADI,CHARADI,1718925030
BARISAL,BARISAL,BAKERGANJ,100456,SHIALGHONIJ.U.M. INSTITUTION,SHIALGHUNI,SHIAL GHUNI,1716629717
BARISAL,BARISAL,BAKERGANJ,100481,SHIBPUR PUBLIC HIGH SCHOOL,PADRI SHIBPUR,PADRI SHIBPUR,1712802645
BARISAL,BARISAL,BAKERGANJ,100447,SHYAMPUR SECONDARY SCHOOL,SHYAMPUR,SHYAMPUR,1716944506
BARISAL,BARISAL,BAKERGANJ,100450,SOFORON NESSA GIRLS HIGH SCHOOL,KALIGANJ BAZAR,FALAGHAR,1829640531
BARISAL,BARISAL,BAKERGANJ,100454,ST ALFRED'S HIGH SCHOOL,PADRISHIBPUR,PADRISHIBPUR,1715221328
BARISAL,BARISAL,BAKERGANJ,100496,UTTAMPUR HIGH SCHOOL,UTTAMPUR,UTTAMPUR,1729917118
BARISAL,BARISAL,BAKERGANJ,100482,WEST CHARAMADDI HIGH SCHOOL,CHARAMADDI,WEST CHARAMADDI,1715211999
BARISAL,BARISAL,BAKERGANJ,100507,WEST NALUA RABEA BEGUM HIGH SCHOOL,MADDYA NALUA,MADDYA NALUA,1720157174
BARISAL,BARISAL,BANARI PARA,100630,AWAR GIRLS SECONDARY SCHOOL,AWAR,AWAR,1726628246
BARISAL,BARISAL,BANARI PARA,100627,AZIZUL HAQUE SECONDARY SCHOOL,BISARKANDI,BISHARKANDI,1716251446
BARISAL,BARISAL,BANARI PARA,100633,B.B.S.G. SECONDARY SCHOOL ,KHOLISA KOTA,GHATAPARA,1741155744
BARISAL,BARISAL,BANARI PARA,100629,BAISARI SECONDARY GIRLS SCHOOL,BAISARI,BAISARI,1712880182
BARISAL,BARISAL,BANARI PARA,100612,BAISARI SECONDARY SCHOOL,BAISARI,BAISARI,1725099050
BARISAL,BARISAL,BANARI PARA,100617,BALDIA   MALUHER SECONDARY SCHOOL,MULHAR,MALUHER,1740611499
BARISAL,BARISAL,BANARI PARA,100606,BANARIPARA  UNION INSTITUTION (PILOT),BANARIPARA,SADAR ROAD,1744389402
BARISAL,BARISAL,BANARI PARA,100609,BANARIPARA SECONDARY GIRL'S SCHOOL,BANARIPARA,BANARIPARA,1714650205
BARISAL,BARISAL,BANARI PARA,100607,CHAKHAR FAZLUL HAQ INSTITUTION,CHAKHAR,CHAKHAR,1717006766
BARISAL,BARISAL,BANARI PARA,100619,CHAULAKATI J.A. ROB SECONDARY SCHOOL,CHAKHAR,BORO CHAULAKATI,1729361971
BARISAL,BARISAL,BANARI PARA,100604,CHOWARIPARA HASINA MURSHED GIRL'S HIGH SCHOOL,SALIA BAKPUR,CHOWARIPARA,1729594188
BARISAL,BARISAL,BANARI PARA,100626,CHOWMOHANA ADARSHA SECONDARY SCHOOL,BISHAR KANDI,MARICH BONIA,1712583655
BARISAL,BARISAL,BANARI PARA,130601,DAKSHIN NAZIRPUR HIGH SCHOOL,BANARIPARA,DAKHIN NAZIRRUP,1724539444
BARISAL,BARISAL,BANARI PARA,100611,GAVA HIGH SCHOOL,GAVA,GAVA,1715624723
BARISAL,BARISAL,BANARI PARA,100614,ILUHER BEHARI LAL ACADEMY,ILUHAR,ILUHER,1733101782
BARISAL,BARISAL,BANARI PARA,100631,JABEDPUR SECONDARY SCHOOL,JABEDPUR,BRAMMON KATI,1716253337
BARISAL,BARISAL,BANARI PARA,100613,KHALISHAKOTA HIGH SCHOOL,KHALISAKOTA,KHALISAKOTA,1715195069
BARISAL,BARISAL,BANARI PARA,100618,MALUHER WAZEDIA SECONDARY SCHOOL,MALUHAR,MALUHAR,1729460585
BARISAL,BARISAL,BANARI PARA,130598,MARICHBUNIA SECONDARY SCHOOL, BISARKANDI,MARICH BUNIA,1719641385
BARISAL,BARISAL,BANARI PARA,100625,PURBA MALUHER JASIMUDDIN SECONDARY SCHOOL,MALUHER,MALUHER,1718571577
BARISAL,BARISAL,BANARI PARA,100615,SALIA  BAKPUR F. H. SECONDARY SCHOOL,SALIA BAKPUR,SALIA BAKPUR,1716409314
BARISAL,BARISAL,BANARI PARA,136860,SAYEDKATI SESDP MODEL HIGH SCHOOL,AWAR,SAYEDKATI,1713959335
BARISAL,BARISAL,BANARI PARA,100628,SYED BAZLUL HAQ SECONDARY SCHOOL,NAROTTAMPUR,DHARALIA,1712878630
BARISAL,BARISAL,BANARI PARA,100622,SYEDKATHI UNION INSTITUTION SECONDARY SCHOOL,AWAR,AWAR,1716106139
BARISAL,BARISAL,BANARI PARA,100620,TETLA P.G.S. SECONDARY SCHOOL,TETLA,TETLA,1712599911
BARISAL,BARISAL,BANARI PARA,100616,U.B.C. SECONDARY SCHOOL,BISARKANDI,UMERER PAR,1724590078
BARISAL,BARISAL,BANARI PARA,100624,UNION PRAGATI SECONDARY SCHOOL,MALUHAR,UDAYKATI,1732537815
BARISAL,BARISAL,BANARI PARA,100623,UTTARKUL SECONDARY SCHOOL,UTTARKUL,UTTARKUL,1718450158
BARISAL,BARISAL,BANARI PARA,100602,W.S.M. JUNIOR SECONDARY GIRLS SCHOOL,KHALISAKOTA,SHONAHAR,1716780593
BARISAL,BARISAL,BANARI PARA,100608,WAZED MEMORIAL GIRLS HIGH SCHOOL CHAKHAR,CHAKHAR,COLLEGE ROAD,1716151623
BARISAL,BARISAL,BANARI PARA,100610,WEST ILUHER HIGH SCHOOL,MALUHAR,ILUHER,1714551416
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100759,A R S GIRLS HIGH SCHOOL,BARISAL,272,1724890947
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100758,A. WAHED GIRLS HIGH SCHOOL,HOUSING,RUPTOLI ,1768955398
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100774,ABDUR RASID KHAN HIGH SCHOOL,KHANPUR,CHARAICHA,1715952011
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),136400,ADVENTIST INTERNATIONAL MISSION SCHOOL,,1264,1715605650
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100801,ALEKANDA SECONDARY GIRLS SCHOOL,BARISAL,HAZRAT KALUSHA SHARAK,01712798l278
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100737,ALHAJ DALIL UDDIN GIRLS HIGH SCHOOL,BARISAL-8200,PALASPUR,1716382972
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100814,ALHAZ A. MAZID KHAN SECONDARY SCHOOL,CHANDRA MOHON,TUMCHAR,1716781528
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100823,ARMED POLICE BATTALION (APBN) PUBLIC SCHOOL.BARISAL,SAGARDI,"DAKHIN ALAKANDA,30 GODAUN ROAD",1912716886
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100743,ASMAT ALI KHAN (A.K) INSTITUTION,BARISAL,HEMAYET UDDIN ROAD,1716268074
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100809,B. K. SECONDARY SCHOOL,SAHEBER HAT,BISAROD,1712404336
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100760,BAPTIST MISSION BOYS HIGH SCHOOL,BARISAL,BANDRODE,1710539627
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100756,BAPTIST MISSION GIRLS HIGH SCHOOL,BARISAL,BAND ROAD,1757691644
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100757,BARISAL GOVT. GIRLS HIGH SCHOOL,BARISAL,MOLLIK ROAD,1718160621
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100771,BARISAL NIGHT HIGH SCHOOL,BARISAL,"619, HOSPITAL ROAD",1671055958
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100742,"BARISAL ZILLA SCHOOL , BARISAL SADAR, BARISAL",PRODHAN,"0234-000,0187-000,0119-000,0233-000,BARISAL",1717212108
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100741,BROJO MOHON SCHOOL,BARISAL,KALI BARI ROAD,1715586825
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100775,BUYKHAINAGER SECONDARY SCHOOL,BUKHAINAGAR,DINGA MANIK,1719765236
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100804,CHAHUTPUR SECONDARY SCHOOL,KASHIPUR,CHAHUTPUR,1720508695
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100767,CHANDPURA UNION HIGH SCHOOL,NAIMITRA,KHANTAKHALI,1732266818
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100793,CHAPILADI GIRLS HIGH SCHOOL,BUKHAINAGAR,ATHAZAR,1721672619
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100738,CHAR KAWANAYANI JUNIOR HIGH SCHOOL,CHAR KOWA,CHAR KAWA,1778221335
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100788,CHAR MMONAI UNION SECONDARY SCHOOL,CHARMONAI,CHARMONAI,1715468248
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100768,CHARBARIA SECONDERY SCHOOL,CHARBARIA,CHARBARIA,1718085852
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100795,CHARHOGLA HIGH SCHOOL,CHAR HOGLA MODEL,CHARHOGLA,1911695748
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100794,CHARKARANJI HIGH SCHOOL,CHARKARANJI,CHARKARANJI,1729739379
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100779,CHNDRAMOHON R.M. HIGH SCHOOL,CHANDRA MOHAN,CHADRAMOHAN,1718871293
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100772,COLLEGIATE SECONDARY SCHOOL,BARISAL," 82/76 ,COLLEGE ROAD",1719834661
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100810,DHOPAKATI SECONDARY  SCHOOL,PATANG,DHOPAKATI,1717808321
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100790,DURGAPUR HIGH SCHOOL,NAIMITRA,DURGAPUR,1712187891
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),133732,FAZLUL HAQUE RESIDENTIAL SCHOOL,BARISAL SADAR,"1161,  C & B ROAD, KAZIPARA",1713957971
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100744,HALIMA KHATUN SECONDARY GIRLS SCHOOL,BARISAL,GORA CHAND DAS ROAD,1715010825
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100778,HIZAL TALA MOULAVIRHAT  HIGH SCHOOL,HIZAL TALA,HIZOLTHOLA,1716325792
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100763,HOGLA MULTILATERAL HIGH SCHOOL,HOGLA,HOGLA,1724297439
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100784,JABED ALI INSTITUTION,CHARMONAI,RAZAR CHAR,1717731415
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100764,KAGASURA SECONDARY SCHOOL,AMIRGONJ,KAGASURA,1714250354
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100796,KARAPUR POPULAR SECONDARY SCHOOL,KARAPUR,"NABOGRAM ROAD , KARAPUR",1726094606
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100789,KAUNIA GIRLS  SECONDRY SCHOOL,BARISAL,KAUNIA,1721333572
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),137846,KAUNIA GOVT.  SECONDARY SCHOOL,BARISAL,KAUNIA,1719847390
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100782,LAMCHARI SECONDARY SCHOOL,CHARBARIA,LAMCHARI,1715233141
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100746,M.M. (MAMATAJ MAJIDUNNESA) GIRLS HIGH SCHOOL,BARISAL,"39/39, 40/42",1728389754
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100769,MAHABAJ SECONDARY SCHOOL,CHARBARIA,1332-SHAESTABAD SAROK,1718150177
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100754,MANIK MIA HIGH SCHOOL,BARISAL,KAWNIA MAIN ROAD,1714934277
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100752,MATHURA NATH PUBLIC SCHOOL,BARISAL,62/64 NOTUN BAJAR,1712939513
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100822,MOFAZZAL HOSEN KHAN  GIRLS SCHOOL,BELTALA,UTTAR AMANATGANJ,1746766874
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100785,MOHAMMAD ALI HIGH SCHOOL,AMIRABAD,CHANDIPUR,1744465373
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100791,NABO ADARSHA SECONDARY SCHOOL,PURBA PANGSHA,KALASGRAM,1718080055
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100798,NAYAGAON HIGH SCHOOL,RUIYA,INDRO KATHI,1624718901
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100745,NOORIA SECONDARY SCHOOL,BARISAL,DAKSIN ALEKANDA,1715081950
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100749,OXFORD MISSOIN HIGH SCHOOL,BARISAL,BAGURA ROAD,1728080146
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100786,P.R.C. INSTITUTION,LAKHUTIA,LAKUTIA,1714666996
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100811,PANI UNNAYAN BOARD HIGH SCHOOL,BARISAL,BANDROAD,1718683458
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100802,PARAFULLA NAHA GIRLS HIGH SCHOOL,NAIMITRA,DURGAPUR,1718532323
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100765,PATANG HIGH SCHOOL,PATANG,PATANG,1719846945
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100781,PURAN PARA HIGH SCHOOL,BARISAL,PURAN PARA,1734433111
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100797,RAJAR CHAR SECONDARY SCHOOL,SAHEBERHAT,RAJAR CHAR,1749980161
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100807,RAMKATI SECONDARY SCHOOL,CHURAMAN,RAMKATI,1715468355
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100773,RAYPASHA ISLAMIA SECONDARY SCHOOL,RAIPASHA,RAYPASHA,1716356319
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),137847,RUPATALEE GOVT. SECONDARY SCHOOL,BARISAL,RUPATALEE,1712529475
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100762,RUPATALI JAGUA SE CONDARY SCHOOL,JAGUAHAT,RUPATALI,1710783088
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100748,S.C.G.M.SECONDARY SCHOOL,BARISAL,BOGURA ROAD,1745620085
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100803,SABERA KHATUN GIRL'S HIGH SCHOOL,BARISAL,NABOGRAM ROAD,1718974911
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100800,SAFIUDDIN SECONDARY  SCHOOL,CHURAMON,HAYATSAR,1718121706
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100755,SAGARDEE UNION SECONDARY  SCHOOL,BARISAL,2421-000       SAGARDEE,1716780694
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100750,SAYADA MAZIDUNNESA SECONDARY SCHOOL,BARISAL,582 SAYADUR RAHMAN SHARAK,1721189989
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100813,SER-E-BANGLA NAGAR HIGH SCHOOL,BARISAL,SER-E-BANGLA SARAK,1714968984
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100761,SHAESTABAD M.H HIGH SCHOOL,SHAIESTABAD,AICHA,1720966767
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100753,SHAHID ALTAF SMRITY SECONDARY GIRLS SCHOOL,BARISAL,DOKHIN ALAKANDA,1712308171
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100799,SHAISTABAD GIRLS SECONDARY SCHOOL,SHAESTABAD,CHARAICHA,1718925235
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100806,SHALUKA SECONDARY SCHOOL,BUKHAINAGAR,SHALUKA,1912685493
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100747,SHER-E- BANGLA GIRLS HIGH SCHOOL,BARISAL,COLLEGE ROAD,1714702031
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100766,SHER-E-BANGLA DAY-NIGHT HIGH SCHOOL,BARISAL,KAOUNIA BRANCH ROAD,1852043434
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100776,SHINGHER KATI ML HIGH SCHOOL,SINGHERKATHI,SINGHERKATHI,1742080816
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100787,SOLAMONESSA GIRLS HIGH SCHOOL,AMIRABATH,CHONDIPUR,1715586880
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100783,SOLNA  SECONDRY SCHOOL,SHOLNA,SOLNA,1714598075
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100780,TOFAEL AHMAD HIGH SCHOOL,CHARKOWA,CHARKOWA,1718873455
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100740,TOWN SECONDARY SCHOOL,AMANATGANJ,SOW ROAD,1715940081
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100777,TUNGIBARIA HIGH SCHOOL,SAHEBER HAT,TUNGIBARIA,1825495936
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100739,UDAYAN SECONDARY SCHOOL,BARISAL,725000,1749943202
BARISAL,BARISAL,BARISAL SADAR (KOTWALI),100792,UNITED SECONDARY SCHOOL,KASHIPUR,DIAPARA,1718084166
BARISAL,BARISAL,GAURNADI,100682,BAKAI NIRANJAN SECONDARY SCHOOL,BAKAI,BAKAI,1796999859
BARISAL,BARISAL,GAURNADI,100667,BARTHE TARA SECONDARY SCHOOL,BARTHI,BARTHI,1715848331
BARISAL,BARISAL,GAURNADI,100672,BATAJORE AK INTITUTION,BATAJORE,BATAJORE,1744389402
BARISAL,BARISAL,GAURNADI,100685,BEGUM AKHTERUNESSA SECONDARY SCHOOL,KASEMABAD,6833,1715576296
